"","GSM1045191","GSM1045192","GSM1045193","GSM1045194","GSM1045195","GSM1045196","GSM1045197","GSM1045198","GSM1045199","GSM1045200","GSM1045201","GSM1045202","GSM1045203","GSM1045204","GSM1045205","GSM1045206","GSM1045207","GSM1045208","GSM1045209","GSM1045210","GSM1045211","GSM1045212","GSM1045213","GSM1045214","GSM1045215","GSM1045216","GSM1045217","GSM1045218","GSM1045219","GSM1045220","GSM1045221","GSM1045222","GSM1045223","GSM1045224","GSM1045225","GSM1045226","GSM1045227","GSM1045228","GSM1045229","GSM1045230","GSM1045231","GSM1045232","GSM1045233","GSM1045234","GSM1045235","GSM1045236","GSM1045237","GSM1045238","GSM1045239","GSM1045240","GSM1045241","GSM1045242","GSM1045243","GSM1045244","GSM1045245","GSM1045246","GSM1045247","GSM1045248","GSM1045249","GSM1045250","GSM1045251","GSM1045252","GSM1045253","GSM1045254","GSM1045255","GSM1045256","GSM1045257","GSM1045258","GSM1045259","GSM1045260","GSM1045261","GSM1045262","GSM1045263","GSM1045264","GSM1045265","GSM1045266","GSM1045267","GSM1045268","GSM1045269","GSM1045270","GSM1045271","GSM1045272","GSM1045273","GSM1045274","GSM1045275","GSM1045276","GSM1045277","GSM1045278","GSM1045279","GSM1045280","GSM1045281","GSM1045282","GSM1045283","GSM1045284","GSM1045285","GSM1045286","GSM1045287","GSM1045288","GSM1045289","GSM1045290","GSM1045291","GSM1045292","GSM1045293","GSM1045294","GSM1045295","GSM1045296","GSM1045297","GSM1045298","GSM1045299","GSM1045300","GSM1045301","GSM1045302","GSM1045303","GSM1045304","GSM1045305","GSM1045306","GSM1045307","GSM1045308","GSM1045309","GSM1045310","GSM1045311"
"222083_at",8.18175293,2.800096275,2.312811642,2.436645754,7.896179733,9.369298313,9.361431386,8.698853828,8.599080496,6.961768455,6.648154765,9.178479334,8.412605874,9.72884098,10.07852611,8.53730188,8.925335568,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.328229344,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,5.811395531,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.345306252,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.44149215,2.380583013,2.312811642,2.312811642,3.102841899,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.601898077,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.339873761,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.01123132,2.312811642,3.034224402,2.312811642,2.367576088,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.324390866,2.312811642,4.228616998,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.429848796,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.328770191,2.312811642,3.491028202,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.451020146
"235201_at",5.170868688,3.931326062,6.670569321,3.077633701,5.784571191,6.206356652,5.850438295,2.886138955,5.841526337,5.534248582,3.609744481,5.615142023,5.841562292,5.505836782,5.965176906,5.800013133,5.030856945,2.345942622,2.345942622,2.345942622,2.345942622,2.312811642,2.849961389,2.345942622,2.345942622,2.345942622,2.383581055,2.433202122,2.345942622,2.345942622,2.55636629,2.345942622,2.351169204,2.345942622,2.312811642,2.345942622,2.312811642,2.345942622,2.312811642,2.345942622,2.312811642,2.345942622,2.345942622,2.47322587,2.345942622,2.345942622,2.345942622,2.345942622,2.345942622,2.53818416,2.371043752,2.345942622,2.345942622,2.351119042,2.59634255,2.312811642,2.345942622,2.345942622,2.345942622,3.135330506,2.345942622,3.138567456,2.345942622,2.524131134,2.345942622,2.621175605,2.345942622,2.312811642,2.345942622,4.437960497,3.995088173,2.345942622,2.35746898,2.475874308,2.345942622,2.424595576,2.346394154,2.345942622,2.345942622,2.312811642,2.345942622,2.312811642,2.345942622,2.345942622,2.345942622,2.528501697,2.345942622,2.345942622,2.345942622,4.111441033,2.345942622,2.345942622,2.345942622,2.345942622,4.097058364,2.349911893,2.345942622,2.345942622,2.580156211,2.603585298,2.345942622,2.313831067,2.345942622,2.38855259,2.385518516,2.345942622,2.312811642,2.345942622,2.345942622,2.345942622,3.19446044,2.345942622,2.356031488,2.345942622,2.312811642,2.75056745,2.355103718,2.345942622,2.4200564,2.345942622,2.345942622
"235382_at",7.518154222,2.908939478,2.312811642,2.992162521,8.350546651,7.608815356,7.641297064,7.221784952,6.937168177,5.88534197,5.6685152,7.799988735,6.829774314,8.681206355,8.116665903,7.639776394,7.516909611,2.312811642,2.312811642,2.345253206,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.314381879,3.284089116,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,5.775152282,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.430231622,2.312811642,2.312811642,2.312811642,2.312811642,2.361631068,2.312811642,2.438758514,2.312811642,2.837208095,2.312811642,2.357949107,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.44144673,2.312811642,2.31965972,2.312811642,2.312811642,2.696785726,2.312811642,2.312811642,2.361005191,2.312811642,2.315952384,2.312811642,2.312811642,2.312811642,2.930552478,2.312811642,2.326822234,2.312811642,2.313136968,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.486561967,2.312811642,3.184089653,4.0432651,2.347865597,2.312811642,2.312811642,2.312811642,2.327404438,2.312811642,2.312811642,2.312811642,2.342910004,2.312811642,2.312811642,2.312811642,2.312811642,2.397413669,2.312811642,3.785420043,2.312811642,2.312811642,2.312811642,2.312811642,2.325167567,2.312811642,2.312811642,2.316546538,2.312811642,2.312811642,2.312811642,2.343612737,2.312811642,2.560290629,2.312811642,2.312811642
"230463_at",6.201608274,2.902511982,2.312811642,3.077708754,7.28831056,7.415391546,6.05423724,7.670934742,6.963915097,6.595395516,4.543096888,6.934962063,6.484781372,7.605184295,7.677768596,7.637439764,7.072945824,2.312811642,3.168311153,2.325556055,2.312811642,2.312811642,2.530643501,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.326933461,2.312811642,2.729886196,5.522860739,2.351711242,2.312811642,2.312811642,2.312811642,2.544249115,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.518932197,2.312811642,2.312811642,2.312811642,2.312811642,2.313920803,2.770993158,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.339755868,2.312811642,2.312811642,2.312811642,2.566584236,2.312811642,2.312811642,2.312811642,2.567079292,2.312811642,2.887882743,2.312811642,2.312811642,2.312811642,2.312811642,2.413584109,2.312811642,2.987691056,2.312811642,2.606617807,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.404695415,3.051523449,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.301693012,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.606880832,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.192494938,2.800937333,2.312811642,2.392543375,2.312811642,2.312811642,2.816897507,2.43015255,2.312811642,2.399135057
"223727_at",7.954968574,3.502270013,4.743921012,3.365043607,8.420421954,9.304562431,8.707325386,8.807241842,9.089202814,8.634909348,6.374090896,8.995947746,8.688346291,9.019069837,9.736944659,9.425588391,10.0319659,3.365043607,3.365043607,3.365043607,3.552448969,3.354397737,3.365043607,4.363442886,3.26377161,3.18233894,3.472199726,3.14367996,3.365043607,3.354397737,3.365043607,3.365043607,6.024177668,3.365043607,3.402731316,3.411239176,3.213515285,3.365043607,3.354397737,3.14367996,3.086050169,3.354397737,3.365043607,2.993398479,3.354397737,3.08087586,3.14367996,3.242858307,3.365043607,3.365043607,3.314023067,3.365043607,5.595986608,3.365043607,3.012787642,3.14367996,3.365043607,3.354397737,3.365043607,3.557632255,3.460013558,3.620081901,3.170700495,3.365043607,3.982492236,3.838514706,3.284281275,3.376789376,3.373337615,3.622512736,3.091001518,3.354397737,3.365043607,3.365043607,4.380709552,4.345242785,3.625562223,2.991647309,4.000639662,3.354397737,3.354397737,3.354397737,3.354397737,3.365043607,2.828895718,3.354397737,3.210752479,3.365043607,5.270022353,3.14367996,3.365043607,4.191016984,3.173307945,3.51262207,3.14367996,3.667969089,3.365043607,4.39693657,2.948913737,3.365043607,3.812773893,3.354397737,3.354397737,3.365043607,4.652955468,3.354397737,3.365043607,3.365043607,3.365043607,3.365043607,4.407007197,4.163924851,3.825359203,3.332713793,3.365043607,3.365043607,3.365043607,3.220920853,3.365043607,3.338469929,3.408888352
"232313_at",9.116888606,4.550416266,5.866290681,6.397009169,9.279778071,8.868383593,8.607894691,9.045973987,9.600845796,8.848980278,7.5752384,9.154471121,9.645794658,8.699470062,8.648984668,9.082925759,9.106366457,4.295169211,5.233281739,4.180519498,4.155667988,4.217137927,5.414292249,5.255110933,4.550838386,4.962548749,4.178569323,4.178569323,4.212914462,4.332387119,5.095795249,4.332387119,6.216303492,4.332387119,4.332387119,4.844061039,4.597362094,6.089759941,4.781393235,3.90925369,3.940803857,4.332387119,4.178569323,3.810123061,4.178569323,5.157085539,4.25761212,4.332387119,4.188667871,5.6866342,4.747189156,4.332387119,4.554169337,4.178569323,3.682172184,4.201449584,4.155667988,4.155667988,4.293426124,4.155667988,4.559632987,5.046259154,3.92406297,3.881163005,4.84828215,4.332387119,4.155667988,5.450724563,4.332387119,3.682172184,3.813944986,4.533270536,4.178569323,4.180889884,5.393730915,4.809508356,6.020951819,4.178569323,5.804019727,3.919360492,3.682172184,4.127268919,4.280678986,4.327304396,3.682172184,4.178569323,3.682172184,4.748251721,6.407328398,4.940274008,4.648518306,4.332387119,4.178589996,4.332387119,4.332387119,5.155963779,4.155667988,4.332387119,5.539579563,5.064825095,4.959397956,4.983319315,4.155667988,4.155667988,5.786546336,4.155667988,4.178569323,4.155667988,4.155667988,4.178569323,5.628266622,4.437976796,4.847157189,4.487329595,4.713295861,4.161375,5.121554162,4.608137093,6.105815654,4.959970481,4.875150676
"206069_s_at",6.860757534,2.312811642,2.377216843,2.312811642,6.526182278,7.310006015,7.568850307,6.539978106,7.575104381,7.37893927,4.068317108,6.780347716,5.08505274,7.660212492,7.46705773,6.148867302,7.254694762,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.566326523,2.312811642,2.312811642,2.312811642,2.312811642,2.363774017,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.187999291,2.312811642,2.312811642,2.312811642,2.324168241,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.335819879,2.312811642,2.312811642,2.312811642,2.314464999,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.6123698,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.319815187,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.314732812,2.31388205,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.409466797,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.8862144,2.312811642,2.312811642,2.312811642
"239273_s_at",6.055430531,3.232339462,2.526276395,4.175863232,6.77828934,7.061187575,7.159847185,6.868047661,6.650386959,5.710317398,3.446347716,7.00230755,5.187284857,7.085465895,6.707587356,6.68454931,7.349615537,2.326931256,2.362300046,2.356830744,2.362300046,2.326931256,2.362300046,2.362300046,2.971565629,2.312811642,2.427837487,2.356830744,2.362300046,2.313408403,2.362300046,2.362300046,4.42929514,2.362300046,2.362300046,2.456217717,2.454393159,2.362300046,2.362300046,2.356830744,2.326931256,2.362300046,2.559559975,2.326931256,2.362300046,2.436492277,2.362300046,2.362300046,2.893229144,2.713050551,2.362300046,2.362300046,2.362300046,2.362300046,2.326931256,2.362300046,2.326931256,5.321449344,2.468899817,2.548932536,2.362300046,3.278726601,2.413956413,2.312811642,2.362300046,2.372096162,2.362300046,2.647553548,2.479334851,2.356830744,2.356830744,2.362300046,2.362300046,2.362300046,2.362300046,2.362300046,2.47521863,2.362300046,2.655417824,2.326931256,2.326931256,2.326931256,2.362300046,2.362300046,2.344001346,2.362300046,2.362300046,2.519263533,3.895320958,2.376046135,2.356830744,2.362300046,2.312843535,2.356830744,2.362300046,2.362300046,2.356830744,2.362300046,2.362300046,2.528992258,2.342535644,2.362300046,2.362300046,2.312811642,3.003904365,2.326931256,2.362300046,2.362629922,2.362300046,2.362300046,2.897402265,2.362300046,2.362300046,2.362300046,2.389067783,2.362300046,2.938541827,2.362300046,3.051807335,2.362300046,2.721816623
"220061_at",7.20616025,4.718318121,5.966789442,3.080339996,7.971951357,7.399060757,7.521956239,7.252941044,7.275789614,6.282310864,3.577430907,7.08435028,7.956423637,7.620712229,8.305407706,7.375695126,7.801746081,2.992016896,2.992016896,2.992016896,2.992016896,2.603454783,2.879206018,2.973901478,2.84443996,2.992016896,4.196699034,2.721536973,2.992016896,2.992016896,3.292968978,2.992016896,4.923157139,2.992016896,2.992016896,2.992016896,2.992016896,3.881898706,2.742916402,2.871921853,2.893477111,2.992016896,2.992016896,2.871921853,2.603454783,3.067159512,2.871921853,4.14774003,2.992016896,3.021863091,3.279185977,2.871921853,4.244472974,2.923029636,2.992016896,3.079926163,2.992016896,2.871921853,3.01158844,3.208214767,3.001317027,5.207987279,2.992016896,2.871921853,3.62217436,3.478233329,3.372998334,2.992016896,2.998597864,2.603454783,2.368790831,2.992016896,3.264688596,2.871921853,3.85739709,2.992016896,2.992016896,2.877250847,3.010093093,2.871921853,2.919249572,2.871921853,2.871921853,2.871921853,2.924544437,2.992016896,2.992016896,3.094491219,4.872660649,2.992016896,2.992249967,2.992016896,2.872014816,4.152658974,2.992016896,3.542391229,2.603454783,4.434085264,2.900427826,3.923396935,2.603454783,2.992016896,2.603454783,2.897223384,2.992016896,2.503422793,2.68938586,2.603454783,2.603454783,2.871921853,4.439131381,3.46164864,3.03735641,2.992016896,2.641829865,2.992016896,2.992016896,2.992016896,3.648860214,2.871921853,2.772914934
"204997_at",8.838806393,4.327998222,2.316125123,2.32398055,8.775900627,9.37977176,9.641251488,9.078024658,9.47970286,7.573165646,6.613105159,9.335478345,8.286449144,9.742343954,9.78015492,9.146760776,9.648325017,2.316125123,2.36975991,2.32398055,2.32398055,2.323368517,2.32398055,2.34958204,2.316125123,2.32398055,2.32398055,2.316125123,2.316125123,2.312811642,2.316125123,2.32398055,6.823512876,2.32398055,2.32398055,2.32398055,2.316125123,2.316125123,2.316125123,2.316125123,2.316125123,2.316125123,2.32398055,2.316125123,2.316125123,2.32398055,2.316125123,2.316125123,3.948067176,2.327294031,2.32398055,2.32398055,4.087309278,2.316125123,2.32398055,2.469871223,2.31682653,2.32398055,2.316125123,2.316125123,2.567496667,2.600087797,2.367574389,2.429472033,2.32398055,2.393343408,2.312811642,3.708206445,2.316125123,2.316125123,2.316125123,2.386198307,2.316125123,2.32398055,4.004705115,2.316125123,4.078427223,2.316125123,2.324188578,2.316125123,2.312811642,2.316125123,2.316125123,2.32398055,2.312811642,2.32398055,2.32398055,3.576991023,5.728896951,2.32398055,2.312811642,2.316125123,2.316125123,2.32398055,2.32398055,2.737262228,2.316125123,2.32398055,2.316125123,2.32398055,2.316125123,2.32398055,2.56735109,2.316125123,3.256145261,2.32398055,2.316125123,2.316125123,2.32398055,2.316125123,2.680895395,2.316125123,2.32398055,2.316125123,2.32398055,2.32398055,2.401377562,2.316125123,2.32398055,2.446342033,2.585318646
"206262_at",8.156131118,2.363016479,2.363016479,4.312335888,7.629492055,8.741825492,7.938191281,8.302064915,9.032448681,7.955081019,6.297815091,8.975215515,7.441833313,8.329093461,8.45726705,7.885238332,8.362532698,2.363016479,2.436566263,2.363016479,2.363016479,2.363016479,3.698509925,2.363016479,2.341836352,2.801634391,2.363016479,2.32551322,2.312811642,2.363016479,2.363016479,2.363016479,4.948326833,2.32551322,2.363016479,2.339501738,2.363016479,2.363016479,3.705200221,2.32551322,2.363016479,2.363016479,2.363016479,2.32551322,2.32551322,2.605225627,2.363016479,2.363016479,2.363016479,3.059814635,2.363016479,3.02493087,2.859380652,2.566147895,5.059020148,2.452040914,2.363016479,2.32551322,2.312811642,2.363016479,2.600390855,2.363016479,2.312811642,2.363016479,2.363016479,4.412235719,2.363016479,2.626241388,3.010362114,2.363016479,2.363016479,2.363016479,2.348634221,2.363016479,2.855639008,2.363016479,2.365515528,2.363016479,2.363016479,2.363016479,2.363016479,2.363016479,2.363016479,2.363016479,3.013075768,2.312811642,4.815689742,3.83494727,2.643479499,3.098830128,2.32551322,2.312811642,2.363016479,3.852861811,3.736240946,2.363016479,2.314070308,2.363016479,2.39139161,2.50367799,2.363016479,2.363016479,2.457236637,2.363016479,2.936748114,2.363016479,2.32551322,2.32551322,2.363016479,2.363016479,3.65420534,2.363016479,2.654081702,2.32551322,2.610691835,2.363016479,2.363016479,2.515513332,2.363016479,2.673925822,2.868585054
"206030_at",7.61620146,2.752468155,2.312811642,3.319221015,7.517793367,8.52944908,9.501842021,8.003752834,8.981183566,7.665972788,6.303976094,8.755091632,7.740067896,8.293351239,8.98283065,7.77443999,8.249385366,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.320658482,2.312811642,2.312811642,2.314698289,2.312811642,2.312811642,2.312811642,2.367882073,2.312811642,2.343269577,4.528064011,2.312811642,2.312811642,2.312811642,2.312811642,2.320981249,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.924561437,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,3.395228976,2.312811642,2.312811642,2.312811642,3.02964395,5.193893196,2.312811642,2.312811642,2.312811642,2.817177241,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.705614413,2.312811642,2.312811642,4.496255264,2.312811642,2.344928355,2.312811642,2.313109122,2.312811642,2.312811642,2.312811642,2.738805474,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,4.448369656,2.312811642,2.312811642,2.312811642,2.312811642,2.334917689,2.312811642,3.483787117,2.312811642,2.312811642,2.312811642,4.617694968,2.312811642,2.312811642,2.312811642,2.312811642,3.374745692,2.312811642,2.444341169,2.312811642,2.312811642,2.312811642,3.287101662,2.312811642,2.317415975,2.417044674,2.312811642,2.312811642,2.432502036,2.312811642,2.683399671,2.312811642,2.61658089
"230282_at",4.739773397,3.524754054,2.34935137,2.312811642,4.660015368,6.050971475,5.54968269,6.049156474,4.595879067,3.778585779,3.888909428,4.415449823,5.286304821,5.946039064,5.45843041,5.194369628,5.279852543,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,3.219061275,2.39326381,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.350838211,2.34935137,2.34935137,3.464022271,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.423925091,2.34935137,2.34935137,2.34935137,2.381201247,2.34935137,2.34935137,2.34935137,2.495403092,2.504576149,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.432991981,2.34935137,2.34935137,2.34935137,2.34935137,2.607633134,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.392228446,2.34935137,2.34935137,2.34935137,2.34935137,2.312811642,2.411201662,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,3.116372515,2.34935137,2.34935137,2.34935137,2.34935137,2.363776977,2.34935137,2.491758389,3.217926884,2.34935137,2.657596124,2.34935137,2.34935137,2.34935137,2.34935137,2.911759697,2.354418467,2.34935137,2.713607689,2.34935137,2.34935137,2.34935137,2.34935137,2.34935137,2.351763545,2.34935137,2.34935137,2.34935137,2.34935137,2.923635192,2.34935137,2.34935137
"243879_at",7.264927843,3.892290105,2.579473777,3.203037578,7.544907127,7.637839903,6.125133134,7.369813803,6.775204504,6.42960134,4.672464207,6.391789863,5.842519096,7.374877346,7.259598731,8.028725812,7.248721228,2.347442802,3.13039113,2.45103374,2.760449856,2.45103374,2.45103374,2.45103374,2.336782608,2.45103374,3.752888382,2.45103374,2.45103374,2.346711417,3.299636107,2.63348537,5.266122049,2.45103374,2.45103374,2.45103374,2.336782608,2.45103374,2.407886576,2.336782608,2.45103374,2.45103374,2.723420855,3.460371713,2.336782608,2.336782608,2.329830115,2.45103374,2.45103374,2.45103374,2.45103374,3.463895003,3.388220183,3.418172271,2.336782608,2.45103374,2.45103374,2.923952592,2.336782608,2.450212496,2.45103374,2.83182049,2.347442802,2.45103374,2.93298056,2.45103374,2.45103374,2.45103374,2.714258711,2.45103374,2.45103374,2.45103374,2.45103374,2.675526423,3.182111358,2.409081733,2.45103374,2.45103374,2.45103374,2.45103374,2.347442802,2.45103374,2.45103374,2.45103374,2.312811642,2.336782608,2.45103374,3.20461123,4.254777217,2.395087154,2.336782608,2.45103374,2.45103374,2.529352952,3.166784643,2.640154181,2.45103374,2.45103374,2.511815876,2.351386227,2.45103374,2.45103374,2.45103374,2.391872401,3.282178991,2.45103374,2.380531093,2.347442802,2.45103374,2.45103374,3.215584577,3.895454936,2.45103374,2.357953036,2.767912929,2.45103374,2.45103374,2.332825391,3.461058267,2.438803602,2.347442802
"1563182_at",9.218295734,5.581655157,6.312690421,3.409151485,9.729848104,9.873385731,9.147655301,9.273940853,9.786872212,7.810592111,8.015597355,9.573111727,9.382462384,9.796348161,9.681869519,10.01127285,9.880365311,3.468921668,3.3931077,4.694788808,4.29338719,3.383494032,3.665421314,3.383494032,3.3931077,3.395072874,3.409151485,3.3931077,3.409151485,3.409151485,4.421499309,3.3931077,6.646963868,3.3931077,3.3931077,3.921424764,3.3931077,3.409151485,3.3931077,3.383494032,3.383494032,3.3931077,4.42753232,3.22873489,3.477865246,3.3931077,3.395072874,3.3931077,3.990219667,3.542521332,4.300073149,3.395072874,5.008722761,4.259764154,4.1458036,3.409151485,3.250908914,3.3931077,3.409151485,3.409151485,3.3931077,3.419075293,3.3931077,3.3931077,3.409151485,3.409151485,3.383494032,3.443354791,3.409151485,3.3931077,3.366235503,3.383494032,3.3931077,3.3931077,4.207420663,3.395072874,5.964215356,3.397931731,3.398383167,3.3931077,3.105561644,3.099694341,3.383494032,3.409151485,3.395072874,4.49704384,3.395072874,4.522434403,6.27941392,3.450873532,3.383494032,3.3931077,3.383494032,3.66968618,3.833118755,3.651729709,3.360435893,6.905709388,4.424601605,3.792688353,3.3931077,3.578500104,3.3931077,3.3931077,6.134774235,3.383494032,3.980754735,3.409151485,3.3931077,3.409151485,4.345991364,5.381400775,4.995009914,3.3931077,3.383494032,5.718272701,3.875317033,3.676626139,5.878727312,3.3931077,3.558863295
"1552519_at",9.578277802,2.313118964,3.112974221,4.6498371,10.18213637,10.25924667,9.267688735,9.185471479,9.783309719,9.181678544,7.236987432,9.503815075,10.04631125,10.05238654,10.13454048,9.691790455,9.526207519,2.313118964,2.334765079,3.085916112,2.313118964,2.313118964,2.381804577,2.313118964,2.312982523,2.313118964,2.490028334,2.312982523,2.312982523,2.436064088,2.455416065,2.313118964,7.1325366,2.312811642,2.313118964,2.313118964,2.312982523,2.757249922,2.704099571,2.312982523,2.312982523,2.313118964,2.434388269,2.312811642,2.684598487,2.313173786,2.313118964,2.312982523,4.341722354,2.526986301,2.313118964,2.313118964,4.800271423,2.313118964,2.414289639,2.313118964,2.312982523,2.313118964,2.373732733,2.312982523,2.313118964,2.336540543,2.312982523,2.313118964,2.339171461,2.312982523,2.313118964,2.827176295,2.632655795,2.571556578,2.312811642,2.313118964,2.312982523,2.313118964,4.376158018,2.313118964,4.186803032,2.312811642,2.694870132,2.312982523,2.312811642,2.312982523,2.312982523,2.313118964,2.405420446,2.313118964,2.312982523,4.521396538,6.149959061,2.312982523,2.312811642,2.312982523,2.313118964,2.313118964,2.313118964,2.510464933,2.313118964,2.313118964,2.32685748,2.313118964,2.313118964,2.327705924,2.312982523,2.312982523,5.417052935,2.312811642,2.440803756,2.313118964,2.313118964,2.312982523,3.31020536,2.313118964,2.50425006,2.313118964,2.313118964,3.766994091,2.367634834,2.313118964,2.329233156,2.312982523,4.449500582
"1555741_at",4.057420785,3.198990715,2.312811642,2.312811642,4.374085173,6.547123141,6.146495945,6.564058391,5.716021857,6.195397836,3.575148636,5.7081469,5.207073511,5.430644021,6.457438473,6.788467427,6.954680203,2.312811642,2.312811642,2.480925644,2.312811642,2.323385911,2.312811642,2.316989572,2.312811642,2.312811642,3.126172009,3.444988994,2.312811642,2.312811642,2.312811642,2.312811642,2.810349035,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.330446597,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.322254665,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.315985619,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.464795201,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.423947194,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.3142969,2.332226352,2.312811642,2.312811642,2.31282415,2.312811642,2.340607929,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.388601386,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.321614481,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642,2.312811642
